Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,CRDCN 4040 U06-120,Державка токарная CRDCN 4040 U06-120,CAEC,0,1,0,Корпус резца со сменными пластинами
,unknown,Опорная пластина CERS 06-T_C,CAEC,0,0,0,Запчасть
,unknown,Прижим HLC 06-M,CAEC,0,0,0,Запчасть
,unknown,Винт SH M3X0.5X10_C,CAEC,0,0,0,Запчасть
,5304339,Сверлильный патрон CNC HSK 63-2,5/16-140,ALLGRIP,0,1,0,Хвостовик инструмента
,DRK_00010307,Винт M060W210-12.5R,Derek,0,10,0,Запчасть
,CCMT060208-HMQP5125_DEREK,Пластина CCMT 060208-HM QP5125,Derek,0,120,0,Пластина
,DRK_00009646,Фреза твёрдосплавная DG-D3.0-M20-60-2T-EP,Derek,0,1,0,Фреза монолитная
,DRK_00011448,Пластина канавочная MGMN500-MQP5125,Derek,0,10,0,Пластина канавочная
,1C002D060R,Фреза концевая 1C002D060R,ARCONIT,0,10,0,Фреза монолитная
,T.05.02.63,Микрорезец APG06.100.152,AKKO,0,1,0,Микрорезец
,M.11.05.09,Головка расточная в наборе SET-ABHF-D52X80-WA25,AKKO,0,1,0,Расточная головка
,DRK_00001498,Патрон BT40-DHP14-65,Derek,0,1,0,Хвостовик инструмента
,M.06.04.01.29,Корпус фрезы ATSM90-CC06-D22X8-W20-L83-Z04,AKKO,0,1,0,Дисковая фреза
,DRK_00004794,Державка SDNCN2020K11,Derek,0,3,0,Корпус резца со сменными пластинами
,DRK_00004314,Державка MCLNR 2020 K12,Derek,0,4,0,Корпус резца со сменными пластинами
,DRK_00004315,Державка MCLNL 2020 K12,Derek,0,1,0,Корпус резца со сменными пластинами
,unknown,Метчик 3710 M12X1.5  DIN374 B  ISO2 HSSE,Narex,0,0,0,Метчик
,unknown,Метчик 3512 G1/4 DIN5156B HSSE,Narex,0,0,0,Метчик
,DRK_00014683,Держатель SDV20-SVUCR11,Derek,0,1,0,Корпус резца со сменными пластинами
,1405177-45,0,Цанга станочная D45 1405177-45,0 (круглая),Товары,0,1,0,Цанга станочная
,4801246,Расточная оправка E2 - 40 x 25,ALLGRIP,0,1,0,Статический блок
,LOGU030310ER-G3-FP5225,Пластина фрезерная LOGU030310ER-G3-FP5225,ASKUP,0,30,0,Пластина для фрез
,LOGU030310ER-G3-FP5325,Пластина фрезерная LOGU030310ER-G3-FP5325,ASKUP,0,30,0,Пластина для фрез
,LOGU030310ER-G3-FP5324,Пластина фрезерная LOGU030310ER-G3-FP5324,ASKUP,0,30,0,Пластина для фрез
,1C002D100R,Фреза концевая 1C002D100R,ARCONIT,0,10,0,Фреза монолитная
,4806056,Понижающая втулка Ø 32 x 6,Товары,0,2,0,Втулки и адаптеры
,unknown,Пластина CCMT 09T304 VP15TF,Mitsubishi,0,0,0,Пластина
,unknown,Пластина CCMT 09T308-MM VP15TF,Mitsubishi,0,0,0,Пластина
,7V01D030X39V90,Фреза фасонная фасочная 7V01D030X39V90,ARCONIT,0,3,0,Фреза монолитная
,7V01D040X50V90,Фреза фасонная фасочная 7V01D040X50V90,ARCONIT,0,5,0,Фреза монолитная
,1C102D010NF,Фреза концевая 1C102D010 NF,ARCONIT,0,3,0,Фреза монолитная
,1C103D020,Фреза концевая 1C103D020,ARCONIT,0,3,0,Фреза монолитная
,unknown,Сверло MSE0055SB VP15TF,Mitsubishi,0,0,0,Сверло спиральное
,unknown,Сверло MSE0054SB VP15TF,Mitsubishi,0,0,0,Сверло спиральное
,DRK_00004711,Державка SCLCR2020K09 (Derek),Derek,0,2,0,Корпус резца со сменными пластинами
,4806057,Понижающая втулка Ø 32 x 8,ALLGRIP,0,1,0,Втулки и адаптеры
,DRK_00002546,Переходная втулка SK40-MTA3-70,Derek,0,2,0,Хвостовик инструмента
,5308602,Понижающая переходная втулка MT 3-1,ALLGRIP,0,1,0,Втулки и адаптеры
,4115145,Сырые накладные кулачки (3 шт.) для патрона 12-14",AutoGrip,0,5,0,Кулачки токарного патрона
,201430251401,Штревель TNT ISO7388/2B 50 ANSI B5.50,D'Andrea,0,0,15,Штревель
,unknown,Пластина канавочная SP200 PC5300,Korloy,0,0,0,Пластина канавочная
,1C004v45D200F015X126A60N74,Фреза концевая 1C004v45D200F015X126A60N74,ARCONIT,0,1,0,Фреза монолитная
,SNEX1206ANN-MFPC5300,Пластина SNEX 1206ANN-MF  PC5300,Korloy,0,10,0,Пластина
,1-02-056668,Пластина KNUX 160405 R11  NC3215,Korloy,0,10,0,Пластина
,APMT1135PDER-H2ATP1040,Пластина фрезерная APMT 1135PDER-H2 ATP1040,Товары,0,10,0,Пластина для фрез
,unknown,Пластина твердосплавная спец. 3IR 2.0BUT VTX 119X2 168/026,VARGUS,0,0,0,Пластина резьбовая
,unknown,Пластина спец. твердосплавная 3ER 2.0 SAGE PARTIAL VKX 77X2 168/526,VARGUS,0,0,0,Пластина резьбовая
,1806242,Заготовка: Пруток HSS-PM Co 8,5% ø8h7×150 081050815CM,UOP S.p.A.,2,0,0,Прутки
,1846938,Фреза грибковая б/р 271501608CM,UOP S.p.A.,7,0,0,Грибковая фреза
,1846945,Фреза грибковая б/р 271501808CM,UOP S.p.A.,6,0,0,Грибковая фреза
,1846991,Фреза грибковая б/р 271503214CM,UOP S.p.A.,5,0,0,Грибковая фреза
,1847008,Фреза грибковая б/р 271504018CM,UOP S.p.A.,4,0,0,Грибковая фреза
,1849889,Развёртка б/р 321050300CM,UOP S.p.A.,2,0,0,Развёртка монолитная
,1849947,Развёртка б/р 321050400CM,UOP S.p.A.,1,0,0,Развёртка монолитная
,1863295,Сверло твёрдосплавное 493050450KMX,UOP S.p.A.,0,5,0,Сверло спиральное
,1869781,Развёртка твёрдосплавная 561050120KMX,UOP S.p.A.,1,0,0,Развёртка монолитная
,1870765,Развёртка твёрдосплавная 561051600KMX,UOP S.p.A.,1,0,0,Развёртка монолитная
,1844087,Фреза твёрдосплавная 797TRT5R021000KMX,UOP S.p.A.,2,0,0,Фреза монолитная
,1844067,Фреза твёрдосплавная 797TRT5R051200KMX,UOP S.p.A.,1,0,0,Фреза монолитная
,1816554,Фреза твёрдосплавная 79710R050601KMX,UOP S.p.A.,2,0,0,Фреза монолитная
,1836629,Фреза грибковая EM-C-10.0-XXXXZ4XX-75XNKC,UOP S.p.A.,1,0,0,Грибковая фреза
,151-19019,Лезвие B20,SHAVIV,0,6,0,Шабер
,151-19020,Лезвие B20C,SHAVIV,0,2,0,Шабер
,151-29016,Лезвие B12,SHAVIV,0,5,0,Шабер
,151-29021,Лезвие B20P,SHAVIV,0,30,0,Шабер
,151-29026,Лезвие B50,SHAVIV,5,0,0,Шабер
,151-29028,Лезвие B70,SHAVIV,4,0,0,Шабер
,151-29033,Лезвие D85,SHAVIV,8,0,0,Шабер
,151-29034,Лезвие E100,SHAVIV,0,16,0,Шабер
,151-29042,Лезвие E300,SHAVIV,0,20,0,Шабер
,151-29117,Лезвие C50,SHAVIV,1,0,0,Шабер
,151-29118,Лезвие C60,SHAVIV,1,0,0,Шабер
,151-29195,Лезвие BUS1,SHAVIV,1,0,0,Шабер
,151-29196,Лезвие BUS2,SHAVIV,2,0,0,Шабер
,151-29198,Лезвие BUS4,SHAVIV,3,0,0,Шабер
,151-29233,Лезвие E400,SHAVIV,0,5,0,Шабер
,152-00019,Рукоятка Mango II: под держатели лезвий,SHAVIV,0,3,0,Шабер
,153-29004,Держатель E: для лезвий серии E,SHAVIV,0,5,0,Шабер
,153-29138,Держатель M: для лезвий серии B и E,SHAVIV,5,0,0,Шабер
,154-00034,Набор паяльщика MANGO KWC KIT,SHAVIV,1,0,0,Шабер
,4354343,Ключ K TCD D100-D199,TaeguTec,1,1,0,Ключ
,6183337,Ключ L-W 2.5,TaeguTec,0,4,0,Ключ
,4350219,Ключ L-W 3,TaeguTec,4,0,20,Ключ
,4350220,Ключ L-W 4,TaeguTec,4,3,20,Ключ
,4350221,Ключ L-W 5,TaeguTec,4,1,0,Ключ
,4351145,Ключ L-W 6,TaeguTec,0,20,17,Ключ
,4351146,Ключ L-W 8,TaeguTec,3,0,0,Ключ
,6177286,Ключ MX KEY-S08,TaeguTec,1,0,0,Ключ
,6169864,Ключ MX KEY-S10,TaeguTec,2,0,0,Ключ
,4352231,Ключ силового патрона SPANNER TMC 20,TaeguTec,1,0,0,Ключ
,4352234,Ключ силового патрона SPANNER TMC 42,TaeguTec,1,0,0,Ключ
,4350861,Ключ T 15,TaeguTec,4,0,0,Ключ
,4351152,Ключ TD 7(T-7/51),TaeguTec,0,0,1,Ключ
,4350871,Отвёртка TD 9 (T-9/51),TaeguTec,0,10,0,Ключ
,4353928,Ключ TK40,TaeguTec,10,0,0,Ключ
,4351469,Ключ Torx T-T15(A=80MM)COLOR,TaeguTec,0,10,0,Ключ
,4350236,Ключ шестигранный T-W 4,TaeguTec,4,0,0,Ключ
,4600085,Втулка силового патрона CSR 20-10,TaeguTec,1,0,0,Втулки и адаптеры
,3602718,Резцедержатель с призматическим хвостовиком для сверл-резцов TGHR 2525-D16,TaeguTec,1,0,0,Статический блок
,4601773,Патрон для насадных фрез BT40 SEMC 32X100,TaeguTec,1,0,0,Хвостовик инструмента
,4651957,Силовой патрон DIN69871 40 TMC 20-80,TaeguTec,1,0,0,Хвостовик инструмента
,4652954,Гидропатрон DIN69871 50 THC 16-90,TaeguTec,1,0,0,Хвостовик инструмента
,4601944,Цанговый патрон GTI BT40 ER 32,TaeguTec,1,0,0,Хвостовик инструмента
,4651370,Цанговый патрон HSK E 40 ER32X 80,TaeguTec,1,0,0,Хвостовик инструмента
,4650207,Цанга ER20 SPR 11- 12,TaeguTec,1,0,0,Цанга
,4650331,Цанга ER25 SPR  11-  12,TaeguTec,2,0,0,Цанга
,4650423,Цанга ER32 SPR  9-10    AA ↗0,005,TaeguTec,1,0,0,Цанга
,4320001,Опорная пластина AE16,TaeguTec,0,1,0,Запчасть
,4350708,Опорная пластина AJM 5F,TaeguTec,8,0,0,Запчасть
,6341296,Прижим BCL 6,TaeguTec,3,0,0,Запчасть
,4350715,Винт BH M5X0.8X16,TaeguTec,4,0,0,Запчасть
,4351383,Опорная пластина CBRS 06,TaeguTec,11,0,0,Запчасть
,4300276,Опорная пластина CBRS 09,TaeguTec,5,0,0,Запчасть
,4301063,Прижим CCL-4,TaeguTec,6,0,0,Запчасть
,4351856,Опорная пластина CERS 06,TaeguTec,9,0,0,Запчасть
,4351857,Опорная пластина CERS 09,TaeguTec,18,0,0,Запчасть
,4351826,Опорная пластина CERS 19-V,TaeguTec,35,0,0,Запчасть
,4300398,Прижим CL 16KR,TaeguTec,8,0,0,Запчасть
,4300416,Прижим CLM 30,TaeguTec,6,20,0,Запчасть
,4350969,Прижим CLM 6,TaeguTec,5,0,0,Запчасть
,4300494,Опорная пластина CSK 1604 L,TaeguTec,0,3,0,Запчасть
,4350732,Сухарь CSP 3,TaeguTec,8,0,0,Запчасть
,4350734,Стопорное кольцо CSR 2,TaeguTec,2,0,0,Запчасть
,4300499,Опорная пластина CST 32,TaeguTec,8,0,0,Запчасть
,4300501,Опорная пластина CST 43,TaeguTec,10,0,0,Запчасть
,4301056,Прижим DLM 3,TaeguTec,2,0,0,Запчасть
,4351711,Прижим DLM 3V,TaeguTec,3,0,0,Запчасть
,4301057,Прижим DLM 4,TaeguTec,1,1,0,Запчасть
,4352015,Прижим DLM 5,TaeguTec,1,0,0,Запчасть
,4351611,Винт DLS 5,TaeguTec,0,1,0,Запчасть
,4351612,Пружина DSP 5,TaeguTec,6,0,0,Запчасть
,4350743,Винт FH M3X0.5X10,TaeguTec,2,0,0,Запчасть
,4300434,Винт KP 48S,TaeguTec,2,0,0,Запчасть
,4350754,Пружина KSP 48,TaeguTec,2,0,0,Запчасть
,4350755,Пружина KSP 90,TaeguTec,4,0,0,Запчасть
,4355238,Рычаг LCL 09-NX,TaeguTec,1,0,0,Запчасть
,4300440,Рычаг LCL 10C,TaeguTec,7,0,0,Запчасть
,4355239,Рычаг LCL 11-NX,TaeguTec,2,0,0,Запчасть
,6183333,Рычаг LCL 12C,TaeguTec,0,3,0,Запчасть
,4354974,Рычаг LCL 12-NX,TaeguTec,3,0,0,Запчасть
,4300442,Рычаг LCL 16C,TaeguTec,0,10,0,Запчасть
,4300445,Рычаг LCL 2B,TaeguTec,10,0,0,Запчасть
,4300448,Рычаг LCL 3B,TaeguTec,4,0,0,Запчасть
,4300451,Рычаг LCL 4A,TaeguTec,10,0,0,Запчасть
,4300452,Рычаг LCL 4B,TaeguTec,6,0,0,Запчасть
,4300453,Рычаг LCL 5,TaeguTec,4,0,0,Запчасть
,6341205,Рычаг LCL 6,TaeguTec,5,0,0,Запчасть
,4353995,Рычаг LCL 6D,TaeguTec,2,0,0,Запчасть
,4350769,Винт LCS 16C,TaeguTec,0,20,0,Запчасть
,6183335,Винт LCS 3,TaeguTec,2,0,0,Запчасть
,4351442,Опорная пластина LSC 32,TaeguTec,2,1,0,Запчасть
,4355035,Опорная пластина LSC 32A,TaeguTec,7,0,0,Запчасть
,6176855,Опорная пластина LSC 53,TaeguTec,0,5,0,Запчасть
,4353962,Опорная пластина LSC 64D,TaeguTec,7,0,0,Запчасть
,4353968,Опорная пластина LSC 85D,TaeguTec,1,0,0,Запчасть
,4351402,Опорная пластина LSD 32,TaeguTec,0,13,0,Запчасть
,4350782,Сухарь LSP 16C,TaeguTec,0,10,0,Запчасть
,4350787,Сухарь LSP 6,TaeguTec,0,10,0,Запчасть
,4350788,Сухарь LSP 8,TaeguTec,10,10,0,Запчасть
,4300517,Опорная пластина LSR 1604,TaeguTec,0,10,0,Запчасть
,4300518,Опорная пластина LSR 2004,TaeguTec,8,0,0,Запчасть
,4350789,Опорная пластина LSR 2B,TaeguTec,5,0,0,Запчасть
,4350790,Пружинное упорное кольцо LSR 3B,TaeguTec,10,0,0,Запчасть
,4300526,Опорная пластина LSS 32,TaeguTec,6,0,0,Запчасть
,4300527,Опорная пластина LSS 42,TaeguTec,2,10,0,Запчасть
,6341214,Опорная пластина LSS 53,TaeguTec,6,0,0,Запчасть
,4300529,Опорная пластина LSS 63,TaeguTec,3,0,0,Запчасть
,4353967,Опорная пластина LSS 85D,TaeguTec,7,0,0,Запчасть
,4300533,Опорная пластина LST 42,TaeguTec,10,0,0,Запчасть
,4300534,Опорная пластина LST 53,TaeguTec,0,4,0,Запчасть
,4351422,Опорная пластина MSD 43,TaeguTec,6,0,0,Запчасть
,4301045,Опорная пластина MSW 32,TaeguTec,2,0,0,Запчасть
,4351284,Шайба MW 6.4X12,TaeguTec,8,0,0,Запчасть
,4351972,Форсунка NZ 104,TaeguTec,7,0,0,Запчасть
,4351970,Форсунка NZ 62,TaeguTec,5,0,0,Запчасть
,4351332,Штуцер PL 16,TaeguTec,0,3,0,Запчасть
,4351333,Уплотнитель PL 20,TaeguTec,5,0,0,Запчасть
,4351334,Штуцер PL 25,TaeguTec,2,0,0,Запчасть
,4300537,Опорная пластина S 3,TaeguTec,10,0,0,Запчасть
,4300539,Опорная пластина S 31,TaeguTec,6,0,0,Запчасть
,4300543,Опорная пластина S 45,TaeguTec,12,0,0,Запчасть
,4350163,Винт SH M10X1.5X25,TaeguTec,1,0,0,Запчасть
,4350804,Винт SH M3X0.5X10,TaeguTec,0,18,0,Запчасть
,4350174,Винт SH M5X0.8X10,TaeguTec,3,0,0,Запчасть
,4350811,Винт SH M5X0.8X12,TaeguTec,0,17,0,Запчасть
,4350815,Винт SH M8X1.25X20,TaeguTec,3,0,0,Запчасть
,4351853,Штуцер SL 20 M,TaeguTec,8,0,0,Запчасть
,4350816,Винт SO 22050I,TaeguTec,1,0,0,Запчасть
,4350818,Винт SO 25065I,TaeguTec,6,20,0,Запчасть
,4351437,Винт SO 30081I,TaeguTec,2,0,0,Запчасть
,4350826,Винт SO 40090I,TaeguTec,15,0,0,Запчасть
,4350827,Винт SO 40100I,TaeguTec,0,5,0,Запчасть
,4350828,Винт SO 40140I,TaeguTec,0,5,0,Запчасть
,4350830,Винт SO 45100I,TaeguTec,9,0,0,Запчасть
,4350833,Винт SO 50090I,TaeguTec,0,10,0,Запчасть
,4350834,Винт SO 50090S,TaeguTec,10,0,0,Запчасть
,4351493,Винт SO 50220B,TaeguTec,0,2,0,Запчасть
,4350838,Винт SO 60105S,TaeguTec,0,4,0,Запчасть
,4351538,Винт SR M6X30 DIN 912    *,TaeguTec,132,0,0,Запчасть
,4355184,Винт SS M5X0.8X6-MG,TaeguTec,4,0,0,Запчасть
,4350191,Винт SS M8X1.25X12,TaeguTec,5,0,0,Запчасть
,4300549,Опорная пластина SSC 32,TaeguTec,4,0,0,Запчасть
,4300553,Опорная пластина SSS 32,TaeguTec,2,0,0,Запчасть
,4300555,Опорная пластина SSS 43N,TaeguTec,16,0,0,Запчасть
,4300979,Опорная пластина SSVN 2.523,TaeguTec,0,10,0,Запчасть
,4352631,Установочная пластина TDP-0901,TaeguTec,1,0,0,Запчасть
,4352634,Установочная пластина TDP-0904,TaeguTec,1,0,0,Запчасть
,4352635,Установочная пластина TDP-0905,TaeguTec,1,0,0,Запчасть
,6313801,Винт TS 18033/HG-P,TaeguTec,0,20,0,Запчасть
,4353185,Винт TS 18034I/HG-P,TaeguTec,10,0,0,Запчасть
,4351497,Винт TS 20038I(M2X3.8MM),TaeguTec,10,0,0,Запчасть
,4353186,Винт TS 20038I/HG-P,TaeguTec,12,0,0,Запчасть
,4351854,Винт TS 20043I/HG-P,TaeguTec,25,0,0,Запчасть
,4351768,Винт TS 22052I/HG,TaeguTec,0,0,10,Запчасть
,4353187,Винт TS 22052I/HG-P,TaeguTec,0,5,0,Запчасть
,4351486,Винт TS 25064I,TaeguTec,10,0,0,Запчасть
,4351749,Винт TS 25A075I/HG(M2.5X7.5MM),TaeguTec,5,0,0,Запчасть
,4353492,Винт TS 25B042I/HG,TaeguTec,14,0,0,Запчасть
