Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,RCGX120700VS01020CBN,Пластина CBN RCGX 120700V  S01020,RealTech,2,0,0,Пластина КНБ
,9270762,Пластина канавочная ZT 13.5-5.76-N30762 TT6080,TaeguTec,40,0,0,Пластина канавочная
,unknown,RCMT 2006 MO  3215,SANDVIK Coromant,0,0,0,Пластина
,5737053,Пластина канавочная N123K2-0600-0008-TM 4225,SANDVIK Coromant,9,0,0,Пластина канавочная
,00016403,Пластина канавочная LCMF3008M0-0800-MP CP500,Seco,76,0,0,Пластина канавочная
,unknown,RCMT 1606 MO 3215,SANDVIK Coromant,0,0,0,Пластина
,unknown,RCMT 1606 MO  4225,SANDVIK Coromant,0,0,0,Пластина
,2126268,Пластина фрезерная  RDET1604M0-GM-GA4230,Gesac,3,0,0,Пластина для фрез
,34419868,Круг шлифовальный 600X100X305 90MA 120 J12 V03/40,Tyrolit,0,6,0,Общее шлифование Круги
,73310180065,Пластина DCGT 11T308-NFU-DNX10UT,Dorian tools,3,0,0,Пластина
,853Rb1.0BI90,Пластина отрезная для работы в контр-шпинделе правая 853Rb1.0BI90,BIMU,5,0,0,Пластина
,71696,Сухарь установочный плоский 18 №6322B-71696,AMF,5,0,0,Универсально-сборное приспособление
,10-1200-419,Подкладка S0,02 мм 10-1200-419,Botec,0,2,0,Сверло прочее
,4140167,Сверло твёрдосплавное VDS401A10500WU25PD,WIDIA,0,3,0,Сверло спиральное
,027014,Сверло б/р 6165 22,00 MM       ,ILIX,4,0,0,Сверло спиральное
,4170233W,Пластина TCMT16T308MPWP25CT,WIDIA,0,2,0,Пластина
,DRK_00008368,Пластина канавочная ZTFD0303-MGDP5125,Derek,0,40,0,Пластина канавочная
,5301400W,Пластина CNMG120408URWS10PT,WIDIA,2,0,0,Пластина
,S223030032TN35,Пластина канавочная S223.0300.32 TN35,HORN,0,10,0,Пластина канавочная
,650219,Сверло 6218/1 d9.1,ILIX,0,20,0,Сверло спиральное
,115304,Сверло твёрдосплавное 6516 d1,05 MM,ILIX,0,10,0,Сверло спиральное
,5500179_BR,Сверло твёрдосплавное DTP3.0890A047.STK,Brice tools,0,2,0,Сверло спиральное
,1100242_BR,Фреза твердосплавная H40N.080F000.SU,Brice tools,0,4,0,Фреза монолитная
,CCMT09T304-HMQP5125,Пластина CCMT09T304-HM QP5125,Derek,0,240,0,Пластина
,CCMT09T308-HMQP5125,Пластина CCMT09T308-HM QP5125,Derek,0,240,0,Пластина
,5700366,Пластина керамическая DNGA 150408       AB30,TaeguTec,0,50,0,Пластина керамическая
,5616114,Пластина фрезерная APKT 170504R-EM TT9080,TaeguTec,0,5,0,Пластина для фрез
,5614718,Пластина фрезерная SNGX 1306 ENTN-M TT9080,TaeguTec,0,50,0,Пластина для фрез
,655008010802,Головка расточная в наборе KIT K01 TRM 80/80 (6-220),D'Andrea,0,1,0,Расточная головка
,5615919,Пластина фрезерная SLOT 028-04    TT9080,TaeguTec,0,60,0,Пластина для фрез
,27ER4API382LW20,Пластина резьбовая 27 ER 4 API 382  LW20,CTRI,40,0,0,Пластина резьбовая
,470500550001,Кассета SFTP 50,D'Andrea,0,2,0,Картридж или резец для расточной системы
,5403058,Пластина КНБ DNGA 150408 LS4    TB670,TaeguTec,0,26,0,Пластина КНБ
,093-00008,Пластина резьбовая 3DTER1.5ISOVK8,VARGUS,9,0,0,Пластина резьбовая
,6236040,Пластина VNMG 160404 PC    TT8125B,TaeguTec,0,7,0,Пластина
,017-00064,Державка канавочная CVE11-1229,VARGUS,0,2,0,Корпус резца со сменными пластинами
,014-00806,Державка спец. AVR40-4VDI50168/342,VARGUS,0,4,0,Корпус резца со сменными пластинами
,6236577,Пластина CNMG 120416 RT    TT8125B,TaeguTec,0,100,0,Пластина
,M.04.21.04.18,Корпус сверла ATUM 27XD5 SOMT 09T308,AKKO,2,0,0,Корпус сверла
,BB.TG.140.70.025,Приспособление TAIL GRIP, TG-025,Brice tools,0,2,0,Универсально-сборное приспособление
,1121201G1,Пластина твердосплавная CNMG 120408-SS PH7910,Palbit,1,0,0,Пластина
,DRK_00011334,Пластина WNMG080408-MGQC1115,Derek,0,298,0,Пластина
,WNMG080408-MIQP5225,Пластина WNMG 080408-MI QP5225,Derek,0,30,0,Пластина
,DRK_00014237,Пластина фрезерная WNGU 080608N-GM JP5125,Derek,0,140,0,Пластина для фрез
,16IRAG55QP5120_DRK,Пластина резьбовая 16IRAG55QP5120,Derek,0,18,0,Пластина резьбовая
,RNGN-120400T1AGEM-7,Пластина керамическая RNGN-120400 T1A GEM-7,Greenliaf,0,35,0,Пластина керамическая
,CNMG120408-MGQC1225,Пластина CNMG120408-MG QC1225,Derek,0,50,0,Пластина
,DRK_00011341,Пластина для свёрл SPMT050204-EMQP5125,Derek,0,50,0,Пластина для свёрл
,CNMG120404-MGQC1225,Пластина CNMG120404-MG QC1225,Derek,0,20,0,Пластина
,APMT1135PDER-M2QP5125,Пластина фрезерная APMT 1135PDER-M2 QP5125,Derek,0,20,0,Пластина для фрез
,DRK_00013544,Пластина CCMT09T308-HMQC1115,Derek,0,100,0,Пластина
,1100805_BR,Фреза-зенковка твёрдосплавная NF3.100K090.ST,Brice tools,0,18,0,Зенковка
,DRK_00011521,Пластина VBMT160404QC1125,Derek,0,50,0,Пластина
,DRK_00013614,Пластина резьбовая 16ER1.00ISOQP5120,Derek,0,10,0,Пластина резьбовая
,2200061_BR,Метчик TMB3-M8x1,25-HSSE-V,Brice tools,0,1,0,Режущий метчик
,DP-D5.0R0.5-50-4T-R,Фреза DP-D5.0R0.5-50-4T-R,Derek,0,2,0,Фреза монолитная
,unknown,Пластина канавочная TDC 3       TT9080,.,0,0,0,Пластина канавочная
,unknown,Пластина сверлильная SOMT 050204 DP   TT9080,.,0,0,0,Пластина для свёрл
,WDMT080520ZERYP5120_DEREK,Пластина WDMT 080520 ZER YP5120,Derek,0,16,0,Пластина для фрез
,unknown,Пластина WNMG 060408 MT   TT8125,.,0,0,0,Пластина
,unknown,Пластина SNMG 120408 MP     TT9215,.,0,0,0,Пластина
,.5613479,Пластина фрезерная 3PKT 100408R-M     TT9080,.,0,10,0,Пластина для фрез
,DP-D5.0S-50-2T-E,Фреза твёрдосплавная DP-D5.0S-50-2T-E,Derek,0,4,0,Фреза монолитная
,unknown,Пластина сверлильная XCMT 050204 TC     TT9080,.,0,0,0,Пластина для свёрл
,SEHT1204AFSNDC1125_DEREK,Пластина фрезерная SEHT 1204A FSN DC1125,Derek,0,90,0,Пластина для фрез
,1101-20/5-0.9 Z40,Фреза дисковая 1101-20/5-0.9 Z40,Applitec,0,10,0,Дисковая фреза
,1101-15/5-1.5 Z40,Фреза дисковая 1101-15/5-1.5 Z40,Applitec,0,5,0,Дисковая фреза
,5726179,Державка CRDCN 3225 P12-A,SANDVIK Coromant,1,0,0,Корпус резца со сменными пластинами
,033-05006,Пластина резьбовая 4IR10APIRD6T+H.07VKXP168/103,VARGUS,0,50,0,Пластина резьбовая
,027-00044,Пластина резьбовая 4IR8APIRD5T+VKX,VARGUS,0,300,0,Пластина резьбовая
,124-00006,Метчик VT-M5x0.8-SP-6H-DIN371-VHB,VARGUS,0,2,0,Режущий метчик
,124-00008,Метчик VT-M8x1.25-SP-6H-DIN371-VHB,VARGUS,0,0,2,Режущий метчик
,DP-R5.0-75-2T-B_DEREK,Фреза твердосплавная DP-R5.0-75-2T-B,Derek,0,10,0,Фреза монолитная
,WNMG080408-MBQP5225_DEREK,Пластина WNMG 080408-MB QP5225,Derek,0,13,0,Пластина
,CNMG190612-RGQC1225_DEREK,Пластина CNMG 190612-RG QC1225,Derek,0,8,0,Пластина
,136-00021,Метчик VT-M10x1.5-SF-6H-DIN371-VHN,VARGUS,0,9,0,Режущий метчик
,DRK_00013911,Пластина CNMG 120408-MB QP5225,Derek,0,30,0,Пластина
,APMT1604PDER-H2QP5125_DEREK,Пластина фрезерная APMT 1604PDER-H2 QP5125,Derek,0,60,0,Пластина для фрез
,SK50-DCK6-85_DEREK,Адаптер SK50-DCK6-85,Derek,0,7,0,Хвостовик инструмента
,DRK_00013067,Пластина резьбовая 16ER2.00ISOQP7105,Derek,0,10,0,Пластина резьбовая
,DRK_00013307,Пластина CCMT09T304-HMQC1115,Derek,0,80,0,Пластина
,1121427R3,Пластина RCMX 1606M0-ST PHG125,Palbit,0,8,0,Пластина
,1120387R3,Пластина RCMT 10T3M0-ST PHG125,Palbit,0,8,0,Пластина
,1100075_BR,Фреза твёрдосплавная B41.100C030.SA,Brice tools,0,2,0,Фреза монолитная
,1100093_BR,Фреза твёрдосплавная B41.200C040.SA,Brice tools,0,2,0,Фреза монолитная
,5500170_BR,Сверло твёрдосплавное DTP3.0800A041.STK,Brice tools,0,1,0,Сверло спиральное
,M33830V,Метчик спец. 1/2-14 NPT DIN 374 - L1= 140 mm, d2= 16 mm HSSE VAP,Vergnano,0,45,0,Режущий метчик
,HCL09-M,Прижим HCL 09-M,ФОРМА,0,6,0,Запчасть
,CERS09-T,Опорная пластина CERS 09-T,ФОРМА,0,6,0,Запчасть
,1124514X6,Пластина CNMG 120404-GS PHH910,Palbit,8,0,0,Пластина
,017-00062,Державка канавочная CVE08-1242,VARGUS,0,0,4,Корпус резца со сменными пластинами
,1112802T9,Пластина фрезерная XNKU 06T310-MP PHS740,Palbit,0,20,0,Пластина для фрез
,1112802X9,Пластина фрезерная XNKU 06T310-MP PHH930,Palbit,0,10,0,Пластина для фрез
,34572976,Шлифовальный круг 1 600 X 100 X 305 SU66A 1202 II8P VB3 /50,Tyrolit,0,3,0,Общее шлифование Круги
,194-00017,Пластина ST85RBT0-18-00-W0.5EVPG,VARGUS,0,12,0,Пластина
,181100700,Корпус фрезы 020W20190-03-05-020150,Palbit,2,0,0,Корпус фрезы со сменными пластинами
,111121866,Пластина фрезерная ADKT 1505 PDSR PH6930,Palbit,0,30,0,Пластина для фрез
,290031200,Рычаг AN01200,Palbit,8,0,0,Запчасть
,290007300,Запчасть BE04400,Palbit,8,0,0,Запчасть
,1121651X6,Пластина CCMT 09T308-FM PHH910,Palbit,2,0,0,Пластина
,290068000,Опорная пластина CD110300,Palbit,8,0,0,Запчасть
,1121473R3,Пластина CNMG 090304-MR PHG125,Palbit,0,20,0,Пластина
,1124514Y3,Пластина CNMG 120404-GS PHH920,Palbit,8,0,0,Пластина
,112147910,Пластина CNMG 120404-MS PH0910,Palbit,0,1,0,Пластина
,1124502X6,Пластина CNMG 120408-GS PHH910,Palbit,8,0,0,Пластина
,112148110,Пластина CNMG 120408-MS PH0910,Palbit,0,4,0,Пластина
,1121481Y3,Пластина CNMG 120408-MS PHH920,Palbit,0,5,0,Пластина
,1123790T6,Пластина CNMG 120408-PM PHG105,Palbit,0,20,0,Пластина
,1121201U4,Пластина CNMG 120408-SS PHS215,Palbit,2,0,0,Пластина
,1121483Y3,Пластина CNMG 120412-MS PHH920,Palbit,8,0,0,Пластина
,1123676L8,Пластина CNMM 190624-RP PH5125,Palbit,0,1,0,Пластина
,1121667Y3,Пластина DCMT 11T302-FM PHH920,Palbit,0,10,0,Пластина
,1121647G1,Пластина DCMT 11T304-MM PH7910,Palbit,0,10,0,Пластина
,1121648R3,Пластина DCMT 11T304-MP PHG125,Palbit,0,10,0,Пластина
,1122020R3,Пластина DNMG 150604-LC PHG125,Palbit,0,50,0,Пластина
,1123755Y3,Пластина DNMG 150608-SF PHH920,Palbit,0,8,0,Пластина
,1123796R3,Пластина DNMX 150608-L03 PHG125,Palbit,0,20,0,Пластина
,1120357R2,Пластина DNMX 150608-R02 PHG115,Palbit,0,60,0,Пластина
,1120357R3,Пластина DNMX 150608-R02 PHG125,Palbit,0,50,0,Пластина
,1123795R3,Пластина DNMX 150608-R03 PHG125,Palbit,0,20,0,Пластина
,1120376R3,Пластина KNUX 160410-R02 PHG125,Palbit,0,10,0,Пластина
,181111400,Корпус фрезы 050A90845-04-06-022040,Palbit,1,0,0,Корпус фрезы со сменными пластинами
,290018900,Запчасть PA0601700,Palbit,8,0,0,Запчасть
,1112302T1,Пластина фрезерная ONHX 050505 ANEN-LP PHP920,Palbit,0,80,0,Пластина для фрез
,1111502X5,Пластина фрезерная SNHX 1206 ANSN-MP PHP910,Palbit,0,4,0,Пластина для фрез
,181048700,Корпус фрезы 160A90945-12-06-U040063,Palbit,0,1,0,Корпус фрезы со сменными пластинами
,1120389R2,Пластина RCMT 1606M0-ST PHG115,Palbit,0,1,0,Пластина
,1123831P1,Пластина RNMX 381200-MP PH5228,Palbit,0,1,0,Пластина
,1123831R3,Пластина RNMX 381200-MP PHG125,Palbit,0,1,0,Пластина
,1123832V8,Пластина RNMX 5018M0-MP PHS228,Palbit,0,2,0,Пластина
,1123833P1,Пластина RNMX 5018M0-RP PH5228,Palbit,0,2,0,Пластина
,181119600,Корпус фрезы 125A90190-11-04-040063,Palbit,0,1,0,Корпус фрезы со сменными пластинами
,1121766L6,Пластина SCMT 09T308-MK PH5320,Palbit,0,8,0,Пластина
,1121766L5,Пластина SCMT 09T308-MK PH5705,Palbit,0,8,0,Пластина
,184045400,Корпус сверла SCS 35040-3D,Palbit,0,1,0,Корпус сверла
,1121194R3,Пластина SNMG 120408-HR PHG125,Palbit,0,5,0,Пластина
,1121545R3,Пластина SNMG 190616-HR PHG125,Palbit,7,3,0,Пластина
,1121546V5,Пластина SNMG 190616-MR PHG140,Palbit,2,5,0,Пластина
,1124003L8,Пластина SNMM 190624-RP PH5125,Palbit,0,1,0,Пластина
,1112147G6,Пластина фрезерная SOET 13M520-MS PH7740,Palbit,0,330,0,Пластина для фрез
,1112147X9,Пластина фрезерная SOET 13M520-MS PHH930,Palbit,50,0,0,Пластина для фрез
,111128566,Пластина сверлильная SPKX 110408 PH6930,Palbit,0,5,0,Пластина для свёрл
